,DOI,Abstract,Journal,Journal URL,PubMed URL,Open access?,Press release
174,,,"Journal of Natural History,Proceedings of the Royal Society B",http://dx.doi.org/10.1080/00222938300770431,,,
175,,,"Journal of Experimental Biology (JEB),Journal of Physiology-Paris",http://dx.doi.org/10.1016/j.jphysparis.2008.10.017,,,
176,,,"Journal of Experimental Biology (JEB),Journal of Physiology-Paris",http://dx.doi.org/10.1242/jeb.005694,,,
177,,,"Ornithology,Respiration Physiology",http://dx.doi.org/10.1016/0034-5687(74)90044-9,,,
178,,,"Ornithology,Respiration Physiology",https://books.google.com/books?hl=en&lr=&id=zM0tG5ApO0UC&oi=fnd&pg=PR17&dq=ornithology+frank+b+gill&ots=T1uLIG2Dkl&sig=YAsfnO7UXxdnJa7Y6kE2pgtbtsY#v=onepage&q=ornithology%20frank%20b%20gill&f=false,,,
179,,,Natural History,http://connection.ebscohost.com/c/articles/9008131036/antifreeze-bees,,,
180,,,PLoS Biology,http://connection.ebscohost.com/c/articles/44322044/self-organization-escherichia-coli-chemotaxis-network-imaged-super-resolution-light-microscopy,,,
181,,,,https://iopscience.iop.org/article/10.1088/1748-3182/5/2/026003/meta,,,
182,10.1073/pnas.1900819116,,,https://www.pnas.org/content/116/51/25430,,,https://www.sciencedaily.com/releases/2019/12/191223095347.htm
183,10.1093/jxb/eraa063,,,https://academic.oup.com/jxb/article/71/10/2982/5722043,,,https://www.sciencedaily.com/releases/2020/02/200204112550.htm
184,10.1126/science.aam9506,,,https://science.sciencemag.org/content/358/6367/1172,,,
185,,,,https://www.cell.com/current-biology/fulltext/S0960-9822(19)31671-9?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0960982219316719%3Fshowall%3Dtrue,,,https://www.sciencedaily.com/releases/2020/02/200205132257.htm
186,,,,https://pubs.acs.org/doi/abs/10.1021/acsami.7b07060,,,https://news.illinois.edu/view/6367/537912
187,,,,https://royalsocietypublishing.org/doi/10.1098/rsif.2017.0247,,,https://phys.org/news/2017-05-slice-pizza-curvature-fish-fins.html
188,,,,https://onlinelibrary.wiley.com/doi/abs/10.1111/jav.01294,,,
189,,,,http://etheses.whiterose.ac.uk/9268/,,,
190,10.1121/1.1596173,,,https://asa.scitation.org/doi/10.1121/1.1596173,,,
191,10.1038/s41598-018-28022-8,,,https://www.nature.com/articles/s41598-018-28022-8,,,
192,,,,,,,https://www.nature.com/articles/nature21102
193,,,,https://royalsocietypublishing.org/doi/10.1098/rsif.2019.0655,,,https://engineering.lehigh.edu/news/article/keith-w-moored-fin-tastic-model
194,,,,https://www.nature.com/articles/ncomms12289?WT.ec_id=NCOMMS-20160727&spMailingID=51921378&spUserID=ODkwMTM2NjQyNgS2&spJobID=963893045&spReportId=OTYzODkzMDQ1S0,,,
195,,,,https://www.pnas.org/content/114/22/5624,,,https://www.newscientist.com/article/2131109-ladybirds-transparent-shell-reveals-how-it-folds-its-wings/
196,,,,,,,https://www.nationalgeographic.com/news/2010/12/101228-sea-urchin-teeth-self-sharpening-tools-science-animals/
197,,,,,,,https://www.nature.com/news/how-the-disco-clam-got-its-flash-1.15462
198,,,,,,,http://www.materials360online.com/newsDetails/60697
199,,,,,,,https://newatlas.com/clingfish-adhesion/37386/
200,,,,,,,
201,,,,,,,https://newatlas.com/mussel-byssal-cuticle-bonding/14392/
202,,,,,,,https://www.sciencemag.org/news/2017/01/how-slimy-hagfish-ties-itself-knots-and-survives-shark-attacks
203,,,,https://jeb.biologists.org/content/219/22/3597,,,
204,,,,https://www.sciencedirect.com/science/article/abs/pii/S0944200616300575,,,
205,,,,,,,https://www.smithsonianmag.com/smithsonian-institution/tiny-sea-creatures-invisibility-cloak-possibly-spheres-180960926/
206,,,,https://www.cell.com/current-biology/fulltext/S0960-9822(19)30879-6?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0960982219308796%3Fshowall%3Dtrue,,,https://www.sciencedaily.com/releases/2019/08/190830092111.htm
207,,,,https://jeb.biologists.org/content/214/22/i.1,,,
208,,,,https://royalsocietypublishing.org/doi/full/10.1098/rsif.2013.0326,,,
209,,,,https://jeb.biologists.org/content/223/3/jeb214809,,,
210,,,,https://zookeys.pensoft.net/article/38348/,,,https://www.sciencedaily.com/releases/2020/02/200225104951.htm
211,,,,https://royalsocietypublishing.org/doi/10.1098/rsif.2019.0692,,,https://www.sciencedaily.com/releases/2020/02/200225221342.htm
212,,,,,,,https://www.sciencedaily.com/releases/2020/02/200226131323.htm
213,,,,,,,https://www.sciencedaily.com/releases/2020/03/200312101048.htm
214,,,,,,,https://en.wikipedia.org/wiki/Defensin
215,,,,https://link.springer.com/article/10.1007/s00227-001-0710-8,,,
216,,,,https://royalsocietypublishing.org/doi/10.1098/rsif.2019.0269,,,https://www.sgorb.zoologie.uni-kiel.de/?page_id=337
217,,,,https://royalsocietypublishing.org/doi/10.1098/rsif.2018.0246,,,https://www.sgorb.zoologie.uni-kiel.de/?page_id=337
218,,,,https://royalsocietypublishing.org/doi/10.1098/rsif.2018.0281,,,https://www.sgorb.zoologie.uni-kiel.de/?page_id=337
219,,,,https://link.springer.com/article/10.1007%2Fs00265-018-2621-4,,,"https://www.sciencedaily.com/releases/2019/03/190306100639.htm

Older info (but may still be relevant): https://www.sciencealert.com/male-dolphins-use-their-individual-names-to-build-complex-social-networks"
220,,,,https://www.nature.com/articles/s41396-019-0494-9,,,https://www.sciencedaily.com/releases/2019/10/191011095910.htm
221,,,,https://www.sciencedirect.com/science/article/pii/S096098220602135X,,,https://www.sciencedaily.com/releases/2006/10/061024010417.htm
222,,,,https://elifesciences.org/articles/34862,,,https://www.sciencedaily.com/releases/2018/05/180522152123.htm
223,,,,https://www.nature.com/articles/srep26889,,,https://www.sciencedaily.com/releases/2016/06/160601151935.htm
224,,,,,,,https://www.knowablemagazine.org/article/technology/2020/how-owls-fly-without-making-a-sound?utm_source=pocket-newtab
229,,,,https://onlinelibrary.wiley.com/doi/full/10.1002/admi.202000112,,,https://www.sciencedaily.com/releases/2020/04/200414122747.htm
230,,,,,,,https://www.sciencedaily.com/releases/2020/04/200414105558.htm
231,,,,https://www.sciencedirect.com/science/article/abs/pii/S0376635719303377?via%3Dihub,,,https://www.sciencedaily.com/releases/2020/04/200414084307.htm
232,,,,,,,https://www.sciencedaily.com/releases/2020/04/200417114438.htm
233,,,,,,,https://www.sciencedaily.com/releases/2020/04/200417114442.htm
234,,,,,,,https://www.sciencedaily.com/releases/2020/04/200420105037.htm
235,,,,,,,https://www.sciencenews.org/article/insects-ants-extreme-farming-methods-offer-good-bad-lessons?utm_source=email&utm_medium=email&utm_campaign=latest-newsletter-v2&utm_source=Latest_Headlines&utm_medium=email&utm_campaign=Latest_Headlines
236,,,,,,,https://www.sciencedaily.com/releases/2020/04/200428225421.htm
237,,,,,,,https://www.sciencedaily.com/releases/2020/04/200428112546.htm
238,,,,,,,https://www.sciencedaily.com/releases/2020/04/200428112522.htm
239,,,,,,,https://www.sciencedaily.com/releases/2020/04/200428112459.htm
240,,,,,,,https://www.sciencedaily.com/releases/2020/04/200428093506.htm
241,,,,https://www.sciencedaily.com/releases/2020/04/200428093506.htm,,,<https://www.sciencedaily.com/releases/2020/04/200428093506.htm>
242,,,,,,,https://www.sciencedaily.com/releases/2020/04/200429105913.htm
243,,,,,,,https://www.sciencedaily.com/releases/2020/04/200430113032.htm
244,,,,https://academic.oup.com/aob/article/107/2/181/188441,,,
245,,,,,,,https://www.sciencedaily.com/releases/2020/05/200506162156.htm
246,,,,,,,https://www.sciencedaily.com/releases/2020/05/200506162205.htm
247,,,,,,,https://www.sciencedaily.com/releases/2020/05/200508112917.htm
248,,,,,,,https://www.sciencedaily.com/releases/2020/05/200508083547.htm
249,,,,https://qz.com/1465774/pyrosomes-the-unicorn-of-the-sea-wouldnt-exist-without-collaboration/,,,<https://qz.com/1465774/pyrosomes-the-unicorn-of-the-sea-wouldnt-exist-without-collaboration/>
250,,,,,,,https://science.sciencemag.org/content/368/6491/586?utm_campaign=SciMag
251,,,,,,,https://www.sciencedaily.com/releases/2020/05/200511124449.htm
252,,,,https://physics.aps.org/articles/v13/76?utm_source=Nature+Briefing&amp;utm_campaign=4d3d1489a2-briefing-dy-20200511&amp;utm_medium=email&amp;utm_term=0_c9dfd39373-4d3d1489a2-44490913,,,<https://physics.aps.org/articles/v13/76?utm_source=Nature+Briefing&amp;utm_campaign=4d3d1489a2-briefing-dy-20200511&amp;utm_medium=email&amp;utm_term=0_c9dfd39373-4d3d1489a2-44490913>
253,,,,,,,https://www.sciencedaily.com/releases/2020/05/200511092933.htm
254,,,,,,,https://www.sciencedaily.com/releases/2020/05/200512152000.htm
255,,,,,,,https://www.sciencedaily.com/releases/2020/05/200512134526.htm
256,,,,https://www.theatlantic.com/science/archive/2018/07/the-electric-flight-of-spiders/564437/,,,https://www.theatlantic.com/science/archive/2018/07/the-electric-flight-of-spiders/564437/
257,,,,,,,https://www.sciencedaily.com/releases/2020/05/200518154937.htm
258,,,,https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.1002/ajb2.1428,,,https://news.missouri.edu/2020/bee-thankful-for-the-evolution-of-pollen/
259,,,,https://www.scientificamerican.com/article/bumblebees-bite-plants-to-force-them-to-flower-seriously/,,,<https://www.scientificamerican.com/article/bumblebees-bite-plants-to-force-them-to-flower-seriously/>
260,,,,,,,https://www.sciencedaily.com/releases/2020/05/200521151917.htm
261,,,,,,,https://www.sciencedaily.com/releases/2020/05/200522113824.htm
262,,,,,,,https://www.sciencedaily.com/releases/2020/05/200526203557.htm
263,,,,,,,https://www.sciencedaily.com/releases/2020/05/200529150617.htm
264,,,,,,,https://www.sciencedaily.com/releases/2020/06/200601104606.htm
265,,,,https://www.nature.com/articles/s41467-020-16578-x,,,https://www.sciencedaily.com/releases/2020/06/200601072957.htm
266,,,,,,,https://www.sciencefriday.com/segments/butterfly-wings-temperature/
267,,,,https://www.nature.com/articles/s41467-020-16576-z,,,https://www.sciencedaily.com/releases/2020/06/200603100514.htm
268,10.1016/j.cell.2020.05.005,,,https://www.cell.com/cell/pdf/S0092-8674(20)30567-5.pdf?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867420305675%3Fshowall%3Dtrue,,,https://www.sciencedaily.com/releases/2020/06/200603132541.htm
269,,,,https://www.nature.com/articles/s41467-020-16600-2,,,https://www.sciencedaily.com/releases/2020/06/200605132429.htm
270,,,,https://msystems.asm.org/content/5/3/e00077-20,,,"
https://about.unimelb.edu.au/newsroom/news/2020/june/a-potential-new-weapon-in-the-war-against-superbugs

https://www.sciencedaily.com/releases/2020/06/200604111641.htm"
271,,,,https://www.nature.com/articles/s41586-020-2369-7,,,"https://www.sciencedaily.com/releases/2020/06/200603132514.htm

https://www.folio.ca/respiratory-virus-builds-doorbell-to-trick-its-way-into-cells-researchers-find/"
272,,,,,,,https://www.sgorb.zoologie.uni-kiel.de/?page_id=337
273,,,,https://aslopubs.onlinelibrary.wiley.com/doi/full/10.1002/lno.11474,,,https://www.sciencedaily.com/releases/2020/06/200609111050.htm
274,,,,,,,https://www.sciencedaily.com/releases/2020/06/200616135808.htm
275,,,,,,,https://www.sciencedaily.com/releases/2020/06/200616173227.htm
276,,,,https://phys.org/news/2020-06-soft-ion-conducting-hydrogel-artificial-tongue.html,,,<https://phys.org/news/2020-06-soft-ion-conducting-hydrogel-artificial-tongue.html>
277,,,,,,,https://www.sciencedaily.com/releases/2020/06/200618102416.htm
278,,,,,,,https://www.sciencedaily.com/releases/2020/06/200617102437.htm
279,,,,,,,https://www.sciencedaily.com/releases/2020/06/200615115803.htm
280,,,,,,,https://www.sciencedaily.com/releases/2020/06/200615155114.htm
281,,,,,,,https://www.sciencedaily.com/releases/2020/06/200611152415.htm
282,,,,,,,https://www.sciencedaily.com/releases/2020/06/200611104804.htm
283,,,,,,,https://www.sciencedaily.com/releases/2020/06/200611094211.htm
284,,,,,,,https://www.sciencedaily.com/releases/2020/06/200610135103.htm
285,,,,,,,https://www.sciencedaily.com/releases/2020/06/200610112055.htm
286,,,,,,,https://www.sciencedaily.com/releases/2020/06/200610094045.htm
287,,,,,,,https://www.sciencedaily.com/releases/2020/06/200610094040.htm
288,,,,,,,https://www.sciencedaily.com/releases/2020/06/200610093549.htm
289,,,,,,,https://www.sciencedaily.com/releases/2020/06/200619104310.htm
290,,,,,,,https://www.sciencedaily.com/releases/2020/06/200619143439.htm
291,,,,,,,https://www.sciencedaily.com/releases/2020/06/200622133041.htm
292,,,,https://royalsocietypublishing.org/doi/10.1098/rsif.2018.0692,,,https://www.sgorb.zoologie.uni-kiel.de/?page_id=337
293,,,,,,,https://www.sciencedaily.com/releases/2020/06/200623111333.htm
294,,,,,,,https://www.futurity.org/longicorn-beetle-cooling-material-2392622/
295,,,,,,,https://www.sciencedaily.com/releases/2020/06/200625144848.htm
296,,,,,,,https://www.sciencedaily.com/releases/2020/06/200625162248.htm
298,,,,,,,https://phys.org/news/2020-06-d-paradise-tree-snake-aerial.html
299,,,,,,,https://www.sciencedaily.com/releases/2020/06/200630193211.htm
300,,,,,,,https://www.sciencedaily.com/releases/2020/06/200630125142.htm
301,,,,,,,https://www.sciencedaily.com/releases/2020/07/200702144715.htm
302,,,,,,,https://www.sciencedaily.com/releases/2020/07/200702113700.htm
303,,,,,,,https://www.sciencedaily.com/releases/2020/07/200702113731.htm
304,,,,,,,https://www.nationalgeographic.com/animals/2020/05/snakes-have-friends-adding-to-evidence-animal-sociability/
305,,,,,,,https://www.scientificamerican.com/article/stingers-have-achieved-optimal-pointiness-physicists-show/?utm_source=newsletter&utm_medium=email&utm_campaign=today-in-science&utm_content=link&utm_term=2020-07-06_top-stories&spMailingID=67292434&spUserID=NDQwNjQ3ODAwNzUyS0&spJobID=1920660411&spReportId=MTkyMDY2MDQxMQS2
306,,,,,,,https://www.sciencedaily.com/releases/2020/07/200706140848.htm
307,,,,,,,https://www.cambridge.org/core/journals/journal-of-fluid-mechanics/article/wakeinduced-slaloming-response-explains-exquisite-sensitivity-of-seal-whiskerlike-sensors/9F792065FF8161772AC36BD48E057C46
308,,,,,,,https://www.ted.com/talks/diane_kelly_what_we_didn_t_know_about_penis_anatomy/transcript?language=en#t-108084
309,,,,,,,https://www.pnas.org/content/114/22/5624.full
310,,,,,,,https://www.sciencedaily.com/releases/2020/07/200709141632.htm
311,,,,,,,https://www.sciencedaily.com/releases/2020/07/200710140823.htm
312,,,,,,,https://www.sciencedaily.com/releases/2020/07/200710212233.htm
313,,,,https://www.pnas.org/content/116/49/24457.short?rss=1,,,https://3dprintingindustry.com/news/3d-printed-biomimicry-of-bone-yields-important-discovery-for-lightweight-and-durable-engineering-166245/
314,,,,https://advances.sciencemag.org/content/1/10/e1500709,,,https://scripps.ucsd.edu/news/new-study-reveals-whats-behind-tarantulas-blue-hue
315,,,,https://www.sciencedirect.com/science/article/abs/pii/S1742706117304695?via%3Dihub,,,https://www.uni-kiel.de/pressemeldungen/index.php?pmid=2017-257-libellen&lang=en&pr=1
316,,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/smll.201802328,,,https://phys.org/news/2018-09-colour-generation-mechanism-rainbow-weevil.html
317,,,,https://royalsocietypublishing.org/doi/10.1098/rspb.2019.0589,,,
318,,,,https://link.springer.com/article/10.1007%2Fs00359-018-01313-1,,,https://www.sciencedaily.com/releases/2019/02/190208115304.htm
319,,,,https://www.nature.com/articles/s41467-020-15033-1,,,https://www.sciencedaily.com/releases/2020/03/200310124715.htm
320,,,,https://www.nature.com/articles/s41467-019-08891-x,,,https://www.sciencedaily.com/releases/2019/03/190306152406.htm
321,,,,https://www.pnas.org/content/early/2017/06/26/1703454114.full,,,https://www.sciencealert.com/how-bee-brains-could-help-your-camera-take-better-photos
322,,,,https://elifesciences.org/articles/52187,,,https://www.sciencedaily.com/releases/2020/04/200407150821.htm
323,,,,https://elifesciences.org/articles/52187,,,https://www.sciencedaily.com/releases/2020/04/200408151231.htm
324,,,,,,,https://www.sciencedaily.com/releases/2020/04/200414225712.htm
325,,,,,,,https://www.sciencedaily.com/releases/2020/07/200713165602.htm
326,,,,,,,How to Prevent Structural Failure
328,,,,,,,https://www.sciencedaily.com/releases/2020/07/200714111730.htm
329,,,,,,,https://www.sciencedaily.com/releases/2020/07/200715123145.htm
330,,,,,,,https://www.sciencedaily.com/releases/2020/07/200715123141.htm
331,,,,,,,https://www.cnn.com/2020/07/16/world/metal-eating-bacteria-intl-scli-scn/index.html
332,,,,,,,https://www.sciencedaily.com/releases/2020/07/200716111636.htm
333,,,,,,,https://www.sciencedaily.com/releases/2020/07/200717140740.htm
334,,,,,,,https://www.sciencedaily.com/releases/2020/07/200716120658.htm
335,,,,,,,https://www.sciencedaily.com/releases/2020/07/200716220924.htm
336,,,,,,,https://www.sciencedaily.com/releases/2020/07/200717120154.htm
337,,,,,,,https://www.sciencedaily.com/releases/2020/07/200717101013.htm
338,,,,,,,https://www.smithsonianmag.com/smart-news/andean-condor-can-soar-100-miles-without-flapping-180975342/
339,,,,,,,https://www.sciencedaily.com/releases/2020/07/200720103320.htm
340,,,,,,,https://www.sciencedaily.com/releases/2020/07/200720102054.htm
341,,,,,,,https://www.sciencedaily.com/releases/2020/07/200721160725.htm
342,,,,,,,https://undark.org/2020/07/22/social-insects-control-disease/
343,,,,,,,https://www.sciencedaily.com/releases/2020/07/200723172000.htm
344,,,,,,,https://www.sciencedaily.com/releases/2020/07/200722112741.htm
345,,,,,,,https://www.sciencedaily.com/releases/2020/07/200724104219.htm
346,,,,,,,https://www.sciencedaily.com/releases/2020/07/200724104209.htm
347,,,,,,,https://www.popularmechanics.com/science/animals/a33289391/flying-snake-physics/
348,,,,,,,https://www.youtube.com/watch?v=W5k_S8N0pFo
349,,,,,,,https://www.sciencedaily.com/releases/2020/07/200728130831.htm
350,,,,,,,https://www.sciencedaily.com/releases/2020/07/200728130828.htm
351,,,,,,,https://www.sciencedaily.com/releases/2020/07/200728130826.htm
352,,,,,,,https://www.sciencedaily.com/releases/2020/07/200728113627.htm
353,,,,,,,https://www.sciencedaily.com/releases/2020/07/200729124355.htm
354,,,,,,,https://www.nytimes.com/2020/07/30/science/anglerfish-immune-rejection.html
355,,,,,,,https://www.sciencemag.org/news/2020/07/watch-3d-video-reveal-how-sperm-really-swim
356,,,,,,,https://www.sciencedaily.com/releases/2020/08/200806111854.htm
357,,,,,,,https://www.sciencedaily.com/releases/2020/08/200810140949.htm
358,,,,,,,https://www.nsf.gov/discoveries/disc_summ.jsp?cntn_id=300932&WT.mc_id=USNSF_1#.Xzp6TIX7r-A.linkedin
359,,,,,,,https://www.nytimes.com/2020/08/13/science/animal-tears.html
360,,,,,,,https://www.sciencedaily.com/releases/2020/08/200818142147.htm
361,,,,,,,https://www.nature.com/news/2007/071016/full/news.2007.170.html
362,,,,,,,https://www.sciencedaily.com/releases/2020/08/200821094819.htm
363,,,,,,,https://www.nationalgeographic.com/science/phenomena/2015/12/03/how-a-5-ounce-bird-stores-10000-maps-in-its-head/?cmpid=org=ngp::mc=crm-email::src=ngp::cmp=editorial::add=SpecialEdition_Escape_20200820&rid=96877D7AAC6AA2F15A5EB9717539FCDD
364,,,,,,,https://www.sciencedaily.com/releases/2020/08/200813113157.htm
365,,,,,,,https://www.bbc.com/future/article/20200825-indonesia-the-plants-that-mine-poisonous-metals
366,,,,,,,https://www.ucsf.edu/news/2020/08/418241/aeronabs-promise-powerful-inhalable-protection-against-covid-19?fbclid=IwAR2N4b1XG2wWOIhajaMu2W4r3gu5kLOijmJTVdhZn-ioPqhLbx84lXAx7q8
367,,,,,,,https://www.sciencedaily.com/releases/2020/08/200827172100.htm
368,,,,,,,https://www.nature.com/articles/d41586-020-02482-3
369,,,,,,,https://www.nature.com/articles/d41586-020-02255-y
370,,,,,,,https://www.labnews.co.uk/article/2030834/biomimicry-informs-better-sensors-just-add-noise
371,,,,,,,https://entomologytoday.org/2020/09/09/curious-case-spiders-ant-acacia-mutualisms/?fbclid=IwAR2SoCKSwLZLQ5Tfei7vYYJ_sc45xXaioVrhamFgPl-GeIKW52xPb1-kAFU
372,,,,https://iopscience.iop.org/article/10.1088/1748-3182/7/3/036014/pdf,,,
373,,,,,,,https://www.theverge.com/2016/4/22/11486644/ice-crystal-bacteria-process-study
374,,,,,,,https://getpocket.com/explore/item/the-simple-algorithm-that-ants-use-to-build-bridges?utm_source=pocket-newtab
375,,,,,,,https://www.sciencedaily.com/releases/2020/09/200928125031.htm
376,,,,,,,https://www.sciencedaily.com/releases/2020/10/201006132122.htm
377,,,,,,,https://www.sciencedaily.com/releases/2020/10/201019082832.htm
378,,,,,,,https://www.sciencedaily.com/releases/2020/10/201019145551.htm
379,,,,,,,https://iopscience.iop.org/article/10.1088/1748-3190/aba2f6
380,,,,,,,https://iopscience.iop.org/article/10.1088/1748-3190/aba8ac
381,,,,,,,https://royalsocietypublishing.org/doi/10.1098/rspb.2020.1748
382,,,,,,,https://www.sciencedaily.com/releases/2020/10/201021130125.htm
